ano,mes,data,regiao,uf,setor_consumo,consumo_mwh,demanda_pico,temperatura_media,tarifa_media,populacao,eficiencia_energetica,emissao_co2,nivel_demanda
2020,10,2020-10-01,Nordeste,CE,Rural,15903.32,2771.37,21.4,1.1,844807,61.75,63254.45,Alto
2020,10,2020-10-01,Nordeste,MA,Residencial,15590.07,7486.23,27.7,0.75,2706360,55.81,30401.65,Crítico
2020,10,2020-10-01,Nordeste,PB,Industrial,3013.12,12575.44,30.1,0.56,3875518,53.9,63775.89,Médio
2020,10,2020-10-01,Centro-Oeste,DF,Industrial,106654.11,5263.82,19.6,1.13,5321422,71.09,78561.99,Crítico
2020,10,2020-10-01,Centro-Oeste,GO,Residencial,10426.41,4645.32,27.2,1.05,3413227,63.74,55502.56,Médio
2020,10,2020-10-01,Centro-Oeste,GO,Público,17694.6,2885.41,26.7,0.92,4507869,90.84,45851.38,Médio
2020,10,2020-10-01,Centro-Oeste,MT,Comercial,5825.26,5011.56,25.9,0.89,4372127,73.85,38260.33,Alto
2020,10,2020-10-01,Centro-Oeste,MS,Comercial,5750.72,834.78,20.3,0.74,427282,49.19,71831.51,Crítico
2020,10,2020-10-01,Sudeste,SP,Público,2395.83,761.09,29.6,0.85,1446530,67.36,28829.43,Baixo
2020,10,2020-10-01,Sudeste,SP,Comercial,34112.09,4689.5,21.0,0.69,3694593,47.03,7249.21,Médio
2020,10,2020-10-01,Sudeste,SP,Industrial,4570.3,4035.34,22.2,0.86,5145890,78.66,56527.61,Crítico
2020,10,2020-10-01,Sudeste,RJ,Industrial,93334.08,13085.18,24.5,0.94,4584368,75.55,62977.46,Médio
2020,10,2020-10-01,Sudeste,RJ,Público,76969.88,5376.99,21.8,0.76,5112377,45.93,18130.97,Baixo
2020,10,2020-10-01,Sudeste,RJ,Residencial,27505.95,1840.05,25.8,1.15,3832653,89.84,42550.22,Baixo
2020,10,2020-10-01,Sudeste,RJ,Industrial,16285.27,11391.18,21.9,1.11,4590588,81.41,79013.28,Baixo
2020,10,2020-10-01,Sudeste,MG,Residencial,34436.21,1938.33,22.8,0.56,1180036,87.64,2301.63,Alto
2020,10,2020-10-01,Sudeste,MG,Público,18617.46,1488.91,27.8,0.57,5463230,50.07,28815.92,Crítico
2020,10,2020-10-01,Sudeste,MG,Residencial,24901.09,1974.05,22.0,0.63,3805853,48.65,68304.38,Médio
2020,10,2020-10-01,Sudeste,ES,Rural,72921.63,4391.63,20.8,1.12,3683843,94.85,76010.46,Baixo
2020,10,2020-10-01,Sudeste,ES,Industrial,64151.9,1101.69,21.8,0.81,2249559,77.94,45630.49,Alto
2020,10,2020-10-01,Sudeste,ES,Rural,67128.33,25850.52,26.6,0.7,5060965,61.77,22750.65,Alto
2020,10,2020-10-01,Sul,PR,Comercial,11936.1,1040.46,32.8,0.7,2307249,72.87,73886.26,Baixo
2020,10,2020-10-01,Sul,PR,Comercial,24238.6,2316.49,28.3,0.57,4707439,73.55,65632.52,Médio
2020,10,2020-10-01,Sul,SC,Residencial,3945.11,5542.03,23.1,0.69,369557,94.89,78962.46,Crítico
2020,10,2020-10-01,Sul,SC,Industrial,2277.47,1174.31,28.0,0.77,5696127,89.53,54516.27,Crítico
2020,10,2020-10-01,Sul,RS,Público,31597.24,12142.98,26.4,1.13,2832347,49.76,71810.12,Médio
2020,10,2020-10-01,Sul,RS,Industrial,56334.33,1382.09,21.3,0.89,2054234,89.89,37881.11,Alto
2020,11,2020-11-01,Norte,AM,Industrial,45122.27,2061.98,28.4,0.89,5419714,90.38,16836.46,Alto
2020,11,2020-11-01,Norte,PA,Residencial,10166.75,1121.12,29.2,1.1,4319780,93.16,2253.02,Alto
2020,11,2020-11-01,Norte,PA,Residencial,8639.99,2564.35,34.9,1.03,2876691,81.6,6613.06,Crítico
2020,11,2020-11-01,Norte,RO,Comercial,54059.3,4699.72,29.8,1.08,1376635,89.6,38466.45,Crítico
2020,11,2020-11-01,Norte,TO,Industrial,83011.84,1020.61,22.9,0.63,2437547,89.6,1622.72,Médio
2020,11,2020-11-01,Nordeste,BA,Industrial,12539.31,2639.01,28.1,1.05,2805828,85.36,54643.06,Médio
2020,11,2020-11-01,Nordeste,BA,Comercial,36649.83,4514.01,23.4,0.9,2995793,54.91,7819.78,Alto
2020,11,2020-11-01,Nordeste,PE,Industrial,8501.2,6412.72,22.1,1.12,3467550,65.38,33804.53,Baixo
2020,11,2020-11-01,Nordeste,PE,Público,45085.53,2437.25,30.7,0.84,369766,88.07,79639.38,Baixo
2020,11,2020-11-01,Nordeste,CE,Industrial,27507.2,1048.7,23.1,0.69,4879999,63.7,11124.02,Médio
2020,11,2020-11-01,Nordeste,CE,Residencial,20261.19,950.48,21.7,0.74,261556,47.61,5142.31,Alto
2020,11,2020-11-01,Nordeste,MA,Comercial,79713.73,6319.35,23.0,0.65,1002325,51.68,77338.27,Baixo
2020,11,2020-11-01,Nordeste,PB,Residencial,24629.12,1463.08,24.9,0.62,1647650,92.55,22947.56,Médio
2020,11,2020-11-01,Centro-Oeste,DF,Rural,8689.47,3744.8,33.1,0.82,4109959,51.67,2708.24,Crítico
2020,11,2020-11-01,Centro-Oeste,GO,Industrial,10302.63,7697.39,25.5,0.6,1593556,85.34,47411.99,Alto
2020,11,2020-11-01,Centro-Oeste,GO,Industrial,31000.55,1451.75,30.1,0.63,5718543,82.6,3293.84,Alto
2020,11,2020-11-01,Centro-Oeste,MT,Rural,7562.89,1163.87,20.7,0.61,453392,91.51,68956.38,Crítico
2020,11,2020-11-01,Centro-Oeste,MS,Residencial,25486.95,6891.43,25.3,0.9,2595127,66.17,72542.12,Médio
2020,11,2020-11-01,Sudeste,SP,Industrial,58820.06,6974.58,24.4,1.0,914327,52.83,24493.94,Alto
2020,11,2020-11-01,Sudeste,SP,Público,7951.55,4845.82,21.0,1.11,3743614,89.24,37349.01,Médio
2020,11,2020-11-01,Sudeste,SP,Residencial,68742.69,1839.49,24.0,0.93,455802,66.62,37794.27,Alto
2020,11,2020-11-01,Sudeste,RJ,Comercial,30353.89,2438.36,25.0,0.85,3353341,68.51,48580.17,Médio
2020,11,2020-11-01,Sudeste,RJ,Público,8933.21,4877.84,25.0,0.71,4890880,45.58,28961.98,Alto
2020,11,2020-11-01,Sudeste,RJ,Rural,43094.82,1239.8,18.8,0.59,950046,70.64,53785.87,Baixo
2020,11,2020-11-01,Sudeste,RJ,Residencial,7121.34,1529.43,27.4,0.87,4185002,83.82,53205.02,Baixo
2020,11,2020-11-01,Sudeste,MG,Rural,46614.87,3755.21,26.4,0.59,5479795,49.98,53248.14,Alto
2020,11,2020-11-01,Sudeste,MG,Público,53555.42,1697.78,23.4,1.06,3309523,58.4,43224.48,Alto
2020,11,2020-11-01,Sudeste,MG,Comercial,13583.78,4281.93,22.7,1.1,3855542,60.43,72852.86,Crítico
2020,11,2020-11-01,Sudeste,ES,Rural,46715.88,7138.59,22.0,1.14,3889760,84.94,58412.43,Crítico
2020,11,2020-11-01,Sudeste,ES,Comercial,11112.41,14674.24,23.2,1.08,3787891,82.82,16884.91,Baixo
2020,11,2020-11-01,Sudeste,ES,Rural,17916.9,6762.36,19.8,0.67,4031872,57.02,33287.32,Alto
2020,11,2020-11-01,Sul,PR,Comercial,54279.82,4415.6,25.4,0.59,4432275,69.1,20759.76,Crítico
2020,11,2020-11-01,Sul,PR,Comercial,6313.1,6048.83,19.4,0.58,3742132,53.46,26810.7,Alto
2020,11,2020-11-01,Sul,SC,Residencial,16413.31,2785.17,26.1,0.86,976995,84.34,18909.87,Crítico
2020,11,2020-11-01,Sul,SC,Comercial,42832.46,1854.46,25.9,0.76,669567,62.88,49833.11,Baixo
2020,11,2020-11-01,Sul,RS,Público,86542.17,216.25,23.7,0.6,3322375,71.05,1991.49,Baixo
2020,11,2020-11-01,Sul,RS,Público,9709.47,15306.3,25.8,0.6,3137274,89.19,70774.86,Médio
2020,12,2020-12-01,Norte,AM,Comercial,42269.98,216.14,22.7,1.08,4918143,57.97,67553.51,Baixo
2020,12,2020-12-01,Norte,PA,Industrial,63178.46,5361.21,24.6,0.58,2591849,55.21,66604.58,Alto
2020,12,2020-12-01,Norte,PA,Industrial,28967.82,1641.89,29.7,0.83,1338100,87.81,61668.09,Alto
2020,12,2020-12-01,Norte,RO,Residencial,11978.68,871.23,23.6,0.72,1025201,49.12,12067.85,Baixo
2020,12,2020-12-01,Norte,TO,Rural,35399.63,1342.15,22.8,0.93,794137,83.41,64107.9,Baixo
2020,12,2020-12-01,Nordeste,BA,Residencial,36040.06,8591.69,25.4,0.95,5110224,88.65,15087.61,Baixo
2020,12,2020-12-01,Nordeste,BA,Rural,10104.8,2136.82,24.5,1.07,2947505,55.8,50792.79,Médio
2020,12,2020-12-01,Nordeste,PE,Público,92583.93,2374.76,35.8,0.89,4083864,48.09,14231.91,Médio
2020,12,2020-12-01,Nordeste,PE,Rural,5612.09,816.44,15.5,0.9,910306,52.56,32780.75,Médio
2020,12,2020-12-01,Nordeste,CE,Público,26730.52,2356.92,29.8,1.05,4299107,79.31,63670.61,Alto
2020,12,2020-12-01,Nordeste,CE,Rural,11487.67,8172.17,18.0,0.73,1494238,52.03,71934.14,Médio
2020,12,2020-12-01,Nordeste,MA,Público,3078.95,2619.97,26.1,0.72,2969931,86.67,9067.18,Baixo
2020,12,2020-12-01,Nordeste,PB,Rural,197930.91,751.2,29.0,0.87,4162550,87.39,42891.41,Baixo
2020,12,2020-12-01,Centro-Oeste,DF,Residencial,28245.45,5995.66,14.1,0.69,120958,46.39,39653.99,Médio
2020,12,2020-12-01,Centro-Oeste,GO,Comercial,64587.36,1848.15,32.3,0.79,5947942,73.87,50672.43,Médio
2020,12,2020-12-01,Centro-Oeste,GO,Industrial,31265.17,1039.42,21.8,1.02,2632527,68.52,77918.9,Crítico
2020,12,2020-12-01,Centro-Oeste,MT,Rural,72912.54,6385.63,25.0,1.14,686267,69.05,4079.72,Crítico
2020,12,2020-12-01,Centro-Oeste,MS,Público,6740.99,5650.87,29.3,0.86,5720804,69.91,383.97,Médio
2020,12,2020-12-01,Sudeste,SP,Residencial,4747.87,1621.6,28.8,1.13,4906828,86.27,15039.14,Crítico
2020,12,2020-12-01,Sudeste,SP,Comercial,26065.18,1148.73,21.2,0.98,5191727,63.13,22357.64,Crítico
2020,12,2020-12-01,Sudeste,SP,Residencial,39238.32,3538.02,26.3,0.96,2809394,78.77,33868.37,Baixo
2020,12,2020-12-01,Sudeste,RJ,Rural,25347.02,801.17,26.7,1.13,708969,56.66,14441.18,Alto
2020,12,2020-12-01,Sudeste,RJ,Público,12809.29,152.47,22.1,1.01,868579,77.24,68740.63,Alto
2020,12,2020-12-01,Sudeste,RJ,Residencial,19275.0,767.78,18.7,0.82,2716868,85.77,71982.2,Baixo
2020,12,2020-12-01,Sudeste,RJ,Rural,3085.86,764.59,30.4,0.98,2671860,76.66,32974.19,Alto
2020,12,2020-12-01,Sudeste,MG,Residencial,6702.21,1994.8,25.7,1.0,655411,60.5,10195.26,Baixo
2020,12,2020-12-01,Sudeste,MG,Industrial,91434.15,1964.85,24.0,0.99,3302302,57.14,76177.02,Crítico
2020,12,2020-12-01,Sudeste,MG,Comercial,30010.43,2908.27,26.0,1.13,1409994,91.46,58191.77,Baixo
2020,12,2020-12-01,Sudeste,ES,Residencial,16162.81,3819.07,28.9,0.58,950551,48.1,21271.38,Crítico
2020,12,2020-12-01,Sudeste,ES,Comercial,11356.03,6693.2,25.5,0.57,1902267,82.96,17440.05,Crítico
2020,12,2020-12-01,Sudeste,ES,Rural,39126.21,3219.0,30.2,0.87,3574725,81.73,50111.7,Médio
2020,12,2020-12-01,Sul,PR,Rural,11598.47,3755.41,26.3,0.73,1563722,63.9,20689.33,Crítico
2020,12,2020-12-01,Sul,PR,Industrial,21818.38,14724.06,23.7,1.05,5416942,45.85,60841.61,Baixo
2020,12,2020-12-01,Sul,SC,Industrial,17671.62,2968.02,26.4,0.58,293580,69.0,53487.27,Crítico
2020,12,2020-12-01,Sul,SC,Rural,8557.12,2466.41,28.6,0.94,1247940,47.7,17854.65,Baixo
2020,12,2020-12-01,Sul,RS,Industrial,10484.33,2248.2,22.0,1.15,4203735,46.42,32819.26,Médio
2020,12,2020-12-01,Sul,RS,Público,20906.31,4501.24,19.0,1.15,2906901,82.48,62218.05,Alto
2021,1,2021-01-01,Norte,AM,Residencial,51889.16,2277.18,31.8,0.99,3252337,70.68,65590.69,Médio
2021,1,2021-01-01,Norte,PA,Residencial,54489.57,3033.2,29.6,0.83,4957490,70.43,65974.05,Alto
2021,1,2021-01-01,Norte,PA,Comercial,77724.43,7582.72,16.5,1.01,4713978,45.86,77573.39,Crítico
2021,1,2021-01-01,Norte,RO,Residencial,8531.41,2550.36,23.4,1.08,4589508,64.9,53312.97,Médio
2021,1,2021-01-01,Norte,TO,Industrial,11981.37,4193.24,19.7,1.06,1345831,61.42,31083.19,Baixo
2021,1,2021-01-01,Nordeste,BA,Residencial,4790.73,5273.42,29.2,1.12,4750973,81.61,36859.94,Alto
2021,1,2021-01-01,Nordeste,BA,Industrial,29594.65,2065.34,23.9,0.82,1848057,74.51,60106.91,Alto
2021,1,2021-01-01,Nordeste,PE,Industrial,38619.75,516.9,23.7,0.73,4261725,84.29,22924.46,Médio
2021,1,2021-01-01,Nordeste,PE,Rural,72687.69,10604.75,29.9,1.01,2116016,66.42,29528.64,Crítico
2021,1,2021-01-01,Nordeste,CE,Comercial,4922.27,3729.63,27.7,1.09,1750757,90.96,7663.27,Alto
2021,1,2021-01-01,Nordeste,CE,Residencial,39809.45,1985.71,21.0,0.69,107994,53.4,14503.7,Baixo
2021,1,2021-01-01,Nordeste,MA,Rural,22694.06,1313.8,22.4,0.65,1167677,77.38,19762.86,Médio
2021,1,2021-01-01,Nordeste,PB,Residencial,33370.37,1597.65,23.1,0.62,4264316,55.54,36788.45,Médio
2021,1,2021-01-01,Centro-Oeste,DF,Residencial,92475.23,3029.85,16.2,0.66,5792942,74.79,62089.79,Alto
2021,1,2021-01-01,Centro-Oeste,GO,Industrial,3178.94,1974.77,26.5,0.94,5823295,57.19,29891.74,Crítico
2021,1,2021-01-01,Centro-Oeste,GO,Comercial,47996.07,9928.95,19.8,0.88,5840404,47.29,7175.51,Alto
2021,1,2021-01-01,Centro-Oeste,MT,Industrial,29208.94,24615.06,32.3,0.78,235011,66.75,18274.31,Alto
2021,1,2021-01-01,Centro-Oeste,MS,Comercial,50248.41,454.14,25.4,0.79,605784,63.99,52429.32,Baixo
2021,1,2021-01-01,Sudeste,SP,Rural,110453.81,1552.63,27.6,0.88,4457351,60.83,65378.14,Crítico
2021,1,2021-01-01,Sudeste,SP,Comercial,81103.45,2935.58,15.1,1.12,3129525,57.24,35942.94,Médio
2021,1,2021-01-01,Sudeste,SP,Público,31499.34,1881.66,28.2,0.74,1754546,74.27,72029.85,Médio
2021,1,2021-01-01,Sudeste,RJ,Industrial,8460.58,4801.35,19.2,0.58,3286595,48.63,48972.23,Médio
2021,1,2021-01-01,Sudeste,RJ,Residencial,5577.36,507.99,32.5,0.57,2615837,85.79,46240.85,Médio
2021,1,2021-01-01,Sudeste,RJ,Público,15476.09,1660.14,25.3,0.71,232733,85.51,9202.07,Alto
2021,1,2021-01-01,Sudeste,RJ,Comercial,15439.53,1924.78,30.4,1.02,681995,82.61,67908.95,Crítico
2021,1,2021-01-01,Sudeste,MG,Público,1270.73,3317.53,24.9,0.96,5189858,54.93,42915.72,Médio
2021,1,2021-01-01,Sudeste,MG,Rural,48313.91,3621.34,29.1,0.89,132792,89.98,23762.02,Baixo
2021,1,2021-01-01,Sudeste,MG,Comercial,14042.95,696.68,19.8,0.57,4834818,77.86,28537.08,Alto
2021,1,2021-01-01,Sudeste,ES,Rural,12318.17,9471.94,23.7,1.0,4762453,73.18,3245.32,Crítico
2021,1,2021-01-01,Sudeste,ES,Rural,10115.96,896.15,28.4,0.62,3307542,49.59,49281.1,Alto
2021,1,2021-01-01,Sudeste,ES,Residencial,21196.64,6262.32,22.6,0.88,4771161,47.56,16637.08,Alto
2021,1,2021-01-01,Sul,PR,Público,93623.62,4552.65,13.3,0.99,810603,74.07,24505.95,Baixo
2021,1,2021-01-01,Sul,PR,Comercial,89658.24,1133.97,23.7,0.58,1024838,58.39,32709.07,Médio
2021,1,2021-01-01,Sul,SC,Industrial,104852.19,9675.01,22.1,0.77,174550,61.53,71027.1,Baixo
2021,1,2021-01-01,Sul,SC,Residencial,26043.11,1685.4,30.0,0.68,922867,71.67,7842.91,Baixo
2021,1,2021-01-01,Sul,RS,Rural,4764.72,2787.48,31.1,0.55,2923326,76.87,39247.92,Alto
2021,1,2021-01-01,Sul,RS,Público,12891.28,1410.28,21.3,0.73,1361791,82.26,40572.8,Médio
2021,2,2021-02-01,Norte,AM,Comercial,38122.76,8547.92,25.8,0.67,1302515,77.22,23932.54,Alto
2021,2,2021-02-01,Norte,PA,Rural,10808.66,615.96,25.1,0.93,5409650,83.04,33067.36,Alto
2021,2,2021-02-01,Norte,PA,Comercial,3636.75,4785.42,27.4,0.95,1341647,50.32,41099.02,Médio
2021,2,2021-02-01,Norte,RO,Comercial,50591.0,3929.19,26.3,0.98,719548,55.38,75846.21,Médio
2021,2,2021-02-01,Norte,TO,Comercial,29386.0,2552.16,23.0,0.61,236945,78.94,40100.63,Médio
2021,2,2021-02-01,Nordeste,BA,Comercial,43815.54,2077.75,24.6,1.13,804641,88.68,15418.55,Baixo
2021,2,2021-02-01,Nordeste,BA,Comercial,60866.62,402.58,18.4,0.86,931045,87.49,55032.51,Médio
2021,2,2021-02-01,Nordeste,PE,Industrial,45299.28,3456.89,28.3,0.65,2650234,54.86,66888.41,Médio
2021,2,2021-02-01,Nordeste,PE,Público,117016.58,2117.2,30.5,0.69,2865782,64.09,9654.22,Baixo
2021,2,2021-02-01,Nordeste,CE,Comercial,55644.19,1941.1,20.4,0.9,4690437,77.94,14215.7,Alto
2021,2,2021-02-01,Nordeste,CE,Comercial,35025.13,6067.0,24.0,0.77,1926871,73.62,16741.81,Baixo
2021,2,2021-02-01,Nordeste,MA,Rural,63983.89,4444.2,29.1,0.79,2521261,67.98,59070.07,Médio
2021,2,2021-02-01,Nordeste,PB,Rural,4200.2,1966.59,26.4,0.91,4419969,78.12,79780.32,Médio
2021,2,2021-02-01,Centro-Oeste,DF,Rural,22899.61,1126.56,24.3,0.68,2426603,78.98,14518.18,Alto
2021,2,2021-02-01,Centro-Oeste,GO,Industrial,53422.92,1648.41,30.6,0.85,3826076,87.21,52135.51,Crítico
2021,2,2021-02-01,Centro-Oeste,GO,Público,27120.25,1293.37,28.2,0.7,3302728,91.9,31216.24,Baixo
2021,2,2021-02-01,Centro-Oeste,MT,Industrial,48136.08,7334.79,27.0,0.91,3453244,58.44,53103.55,Médio
2021,2,2021-02-01,Centro-Oeste,MS,Rural,46683.29,6953.01,21.8,0.96,5796844,63.46,61807.85,Alto
2021,2,2021-02-01,Sudeste,SP,Industrial,47822.46,2100.4,25.7,0.58,3605802,68.75,49662.73,Crítico
2021,2,2021-02-01,Sudeste,SP,Público,7540.3,767.41,27.2,0.97,484495,49.38,54665.39,Alto
2021,2,2021-02-01,Sudeste,SP,Rural,11772.72,1497.13,28.3,1.14,4804902,46.57,58738.5,Baixo
2021,2,2021-02-01,Sudeste,RJ,Industrial,45056.47,1294.78,19.2,1.07,2277310,61.7,11603.78,Alto
2021,2,2021-02-01,Sudeste,RJ,Residencial,6726.79,5965.58,21.5,0.8,5524318,70.06,2941.94,Crítico
2021,2,2021-02-01,Sudeste,RJ,Rural,43767.76,850.53,26.1,0.79,5443182,46.0,46213.74,Médio
2021,2,2021-02-01,Sudeste,RJ,Rural,33132.8,3288.18,23.0,0.97,1288559,93.33,45200.15,Médio
2021,2,2021-02-01,Sudeste,MG,Rural,4367.86,3567.98,26.3,0.62,4973521,61.84,36668.79,Alto
2021,2,2021-02-01,Sudeste,MG,Rural,14807.1,2302.36,21.9,0.91,5026926,70.93,6460.41,Crítico
2021,2,2021-02-01,Sudeste,MG,Rural,28617.21,5217.9,26.4,0.65,5339232,53.03,69716.28,Alto
2021,2,2021-02-01,Sudeste,ES,Comercial,40299.54,2093.88,24.3,0.65,4746424,46.42,3475.84,Crítico
2021,2,2021-02-01,Sudeste,ES,Público,1173.34,2068.8,22.4,0.91,2474035,70.4,41427.34,Médio
2021,2,2021-02-01,Sudeste,ES,Industrial,23860.92,5361.13,26.0,0.9,4548013,49.78,1682.5,Alto
2021,2,2021-02-01,Sul,PR,Industrial,41787.85,1724.88,20.8,1.05,2871836,90.53,54424.24,Baixo
2021,2,2021-02-01,Sul,PR,Público,23415.04,11304.02,18.1,1.07,3795866,58.65,17993.91,Baixo
2021,2,2021-02-01,Sul,SC,Público,20148.34,1338.25,19.6,0.78,4784179,87.06,1766.92,Alto
2021,2,2021-02-01,Sul,SC,Industrial,5663.93,1180.44,18.3,0.68,3422334,52.71,1262.17,Baixo
2021,2,2021-02-01,Sul,RS,Comercial,101266.0,1221.36,27.2,0.94,2363393,61.96,50226.4,Crítico
2021,2,2021-02-01,Sul,RS,Residencial,28477.37,16227.16,20.8,0.8,3689311,92.88,42438.67,Crítico
2021,3,2021-03-01,Norte,AM,Comercial,16960.94,3365.19,24.5,0.94,5058848,52.46,32807.8,Médio
2021,3,2021-03-01,Norte,PA,Rural,19778.21,1436.11,27.5,0.98,4442688,64.32,13412.5,Alto
2021,3,2021-03-01,Norte,PA,Residencial,42496.97,901.66,26.6,0.6,2789845,76.47,42291.2,Médio
2021,3,2021-03-01,Norte,RO,Comercial,175127.46,7084.96,21.6,0.82,3705003,74.93,35230.84,Alto
2021,3,2021-03-01,Norte,TO,Comercial,29553.05,14608.29,27.3,1.02,1953736,61.38,70643.38,Crítico
2021,3,2021-03-01,Nordeste,BA,Comercial,27928.86,2012.58,19.6,0.72,4395614,74.39,23037.68,Crítico
2021,3,2021-03-01,Nordeste,BA,Industrial,10959.58,1046.84,20.8,0.83,3233668,77.16,4747.57,Médio
2021,3,2021-03-01,Nordeste,PE,Público,36433.52,1940.62,24.7,0.89,1358168,66.07,44962.13,Baixo
2021,3,2021-03-01,Nordeste,PE,Público,55667.16,409.97,30.5,0.79,3218326,92.74,9369.35,Alto
2021,3,2021-03-01,Nordeste,CE,Comercial,10309.78,6684.41,17.4,1.02,3739311,60.5,64845.86,Alto
2021,3,2021-03-01,Nordeste,CE,Comercial,29521.71,12080.53,28.3,0.76,5432524,48.95,73477.15,Baixo
2021,3,2021-03-01,Nordeste,MA,Residencial,2972.44,4046.43,28.6,0.72,5904732,82.72,22634.03,Médio
2021,3,2021-03-01,Nordeste,PB,Comercial,8224.5,10252.62,22.5,0.94,4924957,84.7,32784.76,Médio
2021,3,2021-03-01,Centro-Oeste,DF,Público,10700.79,2113.05,23.7,0.61,5457757,45.16,28519.6,Médio
2021,3,2021-03-01,Centro-Oeste,GO,Rural,69910.11,2097.6,24.5,0.56,1149354,91.74,11534.07,Crítico
2021,3,2021-03-01,Centro-Oeste,GO,Rural,137631.79,3639.86,22.5,0.57,4231120,90.52,43210.53,Alto
2021,3,2021-03-01,Centro-Oeste,MT,Residencial,14441.29,8726.35,23.9,0.59,1175488,92.77,26386.58,Médio
2021,3,2021-03-01,Centro-Oeste,MS,Comercial,2942.34,3468.77,17.8,0.66,2388089,63.68,33076.7,Alto
2021,3,2021-03-01,Sudeste,SP,Residencial,145323.58,8633.47,20.9,0.84,5754426,61.79,1280.91,Alto
2021,3,2021-03-01,Sudeste,SP,Rural,98808.03,1854.27,22.3,0.79,5050740,74.11,25102.92,Médio
2021,3,2021-03-01,Sudeste,SP,Industrial,1657.6,4111.72,28.8,0.93,242494,53.99,58046.65,Alto
2021,3,2021-03-01,Sudeste,RJ,Comercial,47365.15,8387.26,20.4,1.03,3677547,76.64,2186.8,Baixo
2021,3,2021-03-01,Sudeste,RJ,Industrial,25020.64,2024.3,27.0,1.05,614402,65.79,15386.94,Baixo
2021,3,2021-03-01,Sudeste,RJ,Residencial,82862.53,549.78,24.2,1.08,5923008,57.38,63014.74,Alto
2021,3,2021-03-01,Sudeste,RJ,Rural,42924.22,2447.89,30.8,0.95,3892797,47.21,73462.45,Alto
2021,3,2021-03-01,Sudeste,MG,Comercial,41291.51,7795.73,20.4,0.81,3566021,68.27,32154.98,Baixo
2021,3,2021-03-01,Sudeste,MG,Residencial,22049.72,3874.74,26.6,0.58,5745378,46.3,31334.92,Médio
2021,3,2021-03-01,Sudeste,MG,Industrial,35532.58,382.12,25.7,0.65,5638751,56.54,18217.28,Alto
2021,3,2021-03-01,Sudeste,ES,Público,8751.72,6618.22,20.9,0.64,4856253,60.34,77099.53,Baixo
2021,3,2021-03-01,Sudeste,ES,Industrial,63639.99,2801.05,23.1,0.57,1752805,56.45,77106.14,Médio
2021,3,2021-03-01,Sudeste,ES,Rural,26635.01,4735.23,22.6,0.83,5202857,94.18,67492.15,Médio
2021,3,2021-03-01,Sul,PR,Rural,26895.67,676.09,25.1,0.65,1433902,45.11,30716.19,Alto
2021,3,2021-03-01,Sul,PR,Comercial,46207.64,1332.44,20.1,0.9,3502321,88.98,28977.7,Alto
2021,3,2021-03-01,Sul,SC,Industrial,25149.12,808.64,26.7,0.65,244822,75.46,35123.48,Médio
2021,3,2021-03-01,Sul,SC,Industrial,54395.05,2843.28,26.7,0.57,3871471,78.88,15938.15,Alto
2021,3,2021-03-01,Sul,RS,Público,13046.22,942.46,26.1,0.56,2305628,79.8,37957.87,Baixo
2021,3,2021-03-01,Sul,RS,Industrial,5136.24,903.59,18.8,0.68,4526025,92.32,3725.55,Baixo
2021,4,2021-04-01,Norte,AM,Rural,60138.41,17935.99,20.6,0.59,3524510,67.53,47472.5,Baixo
2021,4,2021-04-01,Norte,PA,Público,18092.63,6498.12,22.5,0.93,5692269,67.15,67257.23,Alto
2021,4,2021-04-01,Norte,PA,Rural,8664.47,2424.18,31.9,1.09,5654543,72.92,59370.03,Crítico
2021,4,2021-04-01,Norte,RO,Industrial,44008.53,3527.88,19.2,0.92,5736319,57.8,4203.09,Crítico
2021,4,2021-04-01,Norte,TO,Industrial,34446.17,336.06,25.4,0.77,771927,56.35,68438.36,Médio
2021,4,2021-04-01,Nordeste,BA,Comercial,10733.82,3890.32,17.7,0.81,510323,84.74,68200.5,Baixo
2021,4,2021-04-01,Nordeste,BA,Residencial,28964.77,341.14,27.7,0.69,5446270,88.15,55310.18,Crítico
2021,4,2021-04-01,Nordeste,PE,Comercial,36611.64,766.45,25.2,0.67,1111274,57.11,15212.79,Baixo
2021,4,2021-04-01,Nordeste,PE,Industrial,32865.73,1964.32,21.7,1.06,4017599,54.78,61498.41,Médio
2021,4,2021-04-01,Nordeste,CE,Residencial,184699.41,3910.07,29.6,1.02,247904,47.11,5468.89,Crítico
2021,4,2021-04-01,Nordeste,CE,Comercial,8012.27,8323.67,21.0,0.8,4859802,82.85,39255.08,Baixo
2021,4,2021-04-01,Nordeste,MA,Comercial,39129.39,1013.82,26.8,1.11,923036,72.15,21849.75,Alto
2021,4,2021-04-01,Nordeste,PB,Público,14756.32,2134.57,19.3,0.63,3141174,82.94,71866.49,Médio
2021,4,2021-04-01,Centro-Oeste,DF,Comercial,15535.22,2001.81,26.1,0.75,3550021,91.66,78103.36,Médio
2021,4,2021-04-01,Centro-Oeste,GO,Industrial,12012.33,2033.85,21.4,0.57,1647722,93.21,41072.38,Médio
2021,4,2021-04-01,Centro-Oeste,GO,Industrial,78711.82,2210.45,21.6,1.08,212140,57.16,20255.42,Crítico
2021,4,2021-04-01,Centro-Oeste,MT,Residencial,89792.76,721.33,32.4,0.57,468085,84.36,40734.33,Médio
